"Id","Type","KOfam","COG_CATEGORY"
"MT_K01878","KO_Expression","glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]","Translation, ribosomal structure and biogenesis"
"MT_K03790","KO_Expression","[ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]","Translation, ribosomal structure and biogenesis"
"MT_K03925","KO_Expression","transcriptional regulator MraZ","Translation, ribosomal structure and biogenesis"
"MT_K15051","KO_Expression","DNA-entry nuclease","Cell wall/membrane/envelope biogenesis"
"MT_K00077","KO_Expression","2-dehydropantoate 2-reductase [EC:1.1.1.169]","Coenzyme transport and metabolism"
"MT_K01641","KO_Expression","hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]","Lipid transport and metabolism"
"MT_K09976","KO_Expression","uncharacterized protein","Function unknown"
"MT_K01752","KO_Expression","L-serine dehydratase [EC:4.3.1.17]","Amino acid transport and metabolism"
"MT_K05810","KO_Expression","purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]","Inorganic ion transport and metabolism"
"MT_K03610","KO_Expression","septum site-determining protein MinC","Cell cycle control, cell division, chromosome partitioning"
"MT_K00852","KO_Expression","ribokinase [EC:2.7.1.15]","Carbohydrate transport and metabolism"
"MT_K02878","KO_Expression","large subunit ribosomal protein L16","Translation, ribosomal structure and biogenesis"
"MT_K00655","KO_Expression","1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]","Lipid transport and metabolism"
"MT_K00286","KO_Expression","pyrroline-5-carboxylate reductase [EC:1.5.1.2]","Amino acid transport and metabolism"
"MT_K11145","KO_Expression","mini-ribonuclease III [EC:3.1.26.-]","Translation, ribosomal structure and biogenesis"
"MT_K02348","KO_Expression","ElaA protein","General function prediction only"
"MT_K03584","KO_Expression","DNA repair protein RecO (recombination protein O)","Replication, recombination and repair"
"MT_K03492","KO_Expression","GntR family transcriptional regulator, regulator of glucomannan utilization","Transcription"
"MT_K03700","KO_Expression","recombination protein U","General function prediction only"
"MT_K00640","KO_Expression","serine O-acetyltransferase [EC:2.3.1.30]","Amino acid transport and metabolism"
"MT_K05847","KO_Expression","osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]","Amino acid transport and metabolism"
"MT_K07729","KO_Expression","putative transcriptional regulator","Transcription"
"MT_K07386","KO_Expression","putative endopeptidase [EC:3.4.24.-]","Posttranslational modification, protein turnover, chaperones"
"MT_K20074","KO_Expression","PPM family protein phosphatase [EC:3.1.3.16]","Signal transduction mechanisms"
"MT_K00411","KO_Expression","ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]","Energy production and conversion"
"MT_K01839","KO_Expression","phosphopentomutase [EC:5.4.2.7]","Carbohydrate transport and metabolism"
"MT_K07491","KO_Expression","REP-associated tyrosine transposase","Mobilome: prophages, transposons"
"MT_K06867","KO_Expression","uncharacterized protein",NA
"MT_K01591","KO_Expression","orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]","Nucleotide transport and metabolism"
"MT_K01704","KO_Expression","3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]","Amino acid transport and metabolism"
"MT_K01916","KO_Expression","NAD+ synthase [EC:6.3.1.5]","Coenzyme transport and metabolism"
"MT_K19002","KO_Expression","1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]","Cell wall/membrane/envelope biogenesis"
"MT_K02334","KO_Expression","DNA polymerase bacteriophage-type [EC:2.7.7.7]","Replication, recombination and repair"
"MT_K23779","KO_Expression","XRE family transcriptional regulator, regulator of sulfur utilization","Transcription"
"MT_K16937","KO_Expression","thiosulfate dehydrogenase (quinone) large subunit [EC:1.8.5.2]",NA
"MT_K02072","KO_Expression","D-methionine transport system permease protein","Amino acid transport and metabolism"
"MT_K21395","KO_Expression","TRAP-type transport system periplasmic protein","Carbohydrate transport and metabolism"
"MT_K01812","KO_Expression","glucuronate isomerase [EC:5.3.1.12]","Carbohydrate transport and metabolism"
"MT_K02761","KO_Expression","cellobiose PTS system EIIC component","Carbohydrate transport and metabolism"
"MT_K01686","KO_Expression","mannonate dehydratase [EC:4.2.1.8]","Carbohydrate transport and metabolism"
"MT_K01195","KO_Expression","beta-glucuronidase [EC:3.2.1.31]","Carbohydrate transport and metabolism"
"MT_K01649","KO_Expression","2-isopropylmalate synthase [EC:2.3.3.13]","Amino acid transport and metabolism"
"MT_K16323","KO_Expression","purine nucleoside transport protein","Nucleotide transport and metabolism"
"MT_K00876","KO_Expression","uridine kinase [EC:2.7.1.48]","Nucleotide transport and metabolism"
"MT_K03075","KO_Expression","preprotein translocase subunit SecG","Intracellular trafficking, secretion, and vesicular transport"
"MT_K01633","KO_Expression","7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]","Coenzyme transport and metabolism"
"MT_K03215","KO_Expression","23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]","Translation, ribosomal structure and biogenesis"
"MT_K03431","KO_Expression","phosphoglucosamine mutase [EC:5.4.2.10]","Carbohydrate transport and metabolism"
"MT_K19334","KO_Expression","biofilm protein TabA","Carbohydrate transport and metabolism"
"MT_K00799","KO_Expression","glutathione S-transferase [EC:2.5.1.18]","Posttranslational modification, protein turnover, chaperones"
"MT_K03217","KO_Expression","YidC/Oxa1 family membrane protein insertase","Cell wall/membrane/envelope biogenesis"
"MT_K00215","KO_Expression","4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]","Amino acid transport and metabolism"
"MT_K00946","KO_Expression","thiamine-monophosphate kinase [EC:2.7.4.16]","Coenzyme transport and metabolism"
"MT_K18941","KO_Expression","two-component system, OmpR family, response regulator ArlR","Signal transduction mechanisms"
"MT_K00790","KO_Expression","UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]","Cell wall/membrane/envelope biogenesis"
"MT_K06909","KO_Expression","phage terminase large subunit","Mobilome: prophages, transposons"
"MT_K03406","KO_Expression","methyl-accepting chemotaxis protein","Signal transduction mechanisms"
"MT_K03799","KO_Expression","heat shock protein HtpX [EC:3.4.24.-]","Posttranslational modification, protein turnover, chaperones"
"MT_K03310","KO_Expression","alanine or glycine:cation symporter, AGCS family","Amino acid transport and metabolism"
"MT_K03402","KO_Expression","transcriptional regulator of arginine metabolism","Transcription"
"MT_K02029","KO_Expression","polar amino acid transport system permease protein","Amino acid transport and metabolism"
"MT_K02939","KO_Expression","large subunit ribosomal protein L9","Translation, ribosomal structure and biogenesis"
"MT_K02038","KO_Expression","phosphate transport system permease protein","Inorganic ion transport and metabolism"
"MT_K12554","KO_Expression","alanine adding enzyme [EC:2.3.2.-]","Cell wall/membrane/envelope biogenesis"
"MT_K00554","KO_Expression","tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]","Translation, ribosomal structure and biogenesis"
"MT_K07335","KO_Expression","basic membrane protein A and related proteins","Signal transduction mechanisms"
"MT_K06147","KO_Expression","ATP-binding cassette, subfamily B, bacterial","Defense mechanisms"
"MT_K03644","KO_Expression","lipoyl synthase [EC:2.8.1.8]","Coenzyme transport and metabolism"
"MT_K23775","KO_Expression","MarR family transcriptional regulator, organic hydroperoxide resistance regulator","Transcription"
"MT_K08591","KO_Expression","acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]","Lipid transport and metabolism"
"MT_K03699","KO_Expression","magnesium and cobalt exporter, CNNM family","General function prediction only"
"MT_K03723","KO_Expression","transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]","Replication, recombination and repair"
"MT_K00859","KO_Expression","dephospho-CoA kinase [EC:2.7.1.24]","Coenzyme transport and metabolism"
"MT_K01733","KO_Expression","threonine synthase [EC:4.2.3.1]","Amino acid transport and metabolism"
"MT_K00052","KO_Expression","3-isopropylmalate dehydrogenase [EC:1.1.1.85]","Energy production and conversion"
"MT_K02086","KO_Expression","DNA replication protein","Replication, recombination and repair"
"MT_K15582","KO_Expression","oligopeptide transport system permease protein","Amino acid transport and metabolism"
"MT_K08987","KO_Expression","putative membrane protein","Function unknown"
"MT_K00611","KO_Expression","ornithine carbamoyltransferase [EC:2.1.3.3]","Amino acid transport and metabolism"
"MT_K02967","KO_Expression","small subunit ribosomal protein S2","Translation, ribosomal structure and biogenesis"
"MT_K02994","KO_Expression","small subunit ribosomal protein S8","Translation, ribosomal structure and biogenesis"
"MT_K03650","KO_Expression","tRNA modification GTPase [EC:3.6.-.-]","Translation, ribosomal structure and biogenesis"
"MT_K03216","KO_Expression","tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]","Translation, ribosomal structure and biogenesis"
"MT_K06948","KO_Expression","30S ribosome assembly GTPase","Translation, ribosomal structure and biogenesis"
"MT_K03563","KO_Expression","carbon storage regulator","Signal transduction mechanisms"
"MT_K00826","KO_Expression","branched-chain amino acid aminotransferase [EC:2.6.1.42]","Amino acid transport and metabolism"
"MT_K08316","KO_Expression","16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]","Translation, ribosomal structure and biogenesis"
"MT_K23393","KO_Expression","lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]","Cell wall/membrane/envelope biogenesis"
"MT_K08281","KO_Expression","nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]","Coenzyme transport and metabolism"
"MT_K00784","KO_Expression","ribonuclease Z [EC:3.1.26.11]","Translation, ribosomal structure and biogenesis"
"MT_K01803","KO_Expression","triosephosphate isomerase (TIM) [EC:5.3.1.1]","Carbohydrate transport and metabolism"
"MT_K02988","KO_Expression","small subunit ribosomal protein S5","Translation, ribosomal structure and biogenesis"
"MT_K06885","KO_Expression","uncharacterized protein","General function prediction only"
"MT_K05786","KO_Expression","chloramphenicol-sensitive protein RarD","General function prediction only"
"MT_K07035","KO_Expression","uncharacterized protein","Signal transduction mechanisms"
"MT_K03455","KO_Expression","monovalent cation:H+ antiporter-2, CPA2 family","Inorganic ion transport and metabolism"
"MT_K05823","KO_Expression","N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]","General function prediction only"
"MT_K01823","KO_Expression","isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]","Lipid transport and metabolism"
"MT_K09155","KO_Expression","uncharacterized protein","General function prediction only"
"MT_K07010","KO_Expression","putative glutamine amidotransferase","Amino acid transport and metabolism"
"MT_K01261","KO_Expression","glutamyl aminopeptidase [EC:3.4.11.7]","Amino acid transport and metabolism"
"MT_K00831","KO_Expression","phosphoserine aminotransferase [EC:2.6.1.52]","Coenzyme transport and metabolism"
"MT_K02016","KO_Expression","iron complex transport system substrate-binding protein","Inorganic ion transport and metabolism"
"MT_K05799","KO_Expression","GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex","Transcription"
"MT_K03785","KO_Expression","3-dehydroquinate dehydratase I [EC:4.2.1.10]","Amino acid transport and metabolism"
"MT_K02238","KO_Expression","competence protein ComEC","Intracellular trafficking, secretion, and vesicular transport"
"MT_K07029","KO_Expression","diacylglycerol kinase (ATP) [EC:2.7.1.107]","Lipid transport and metabolism"
"MT_K13993","KO_Expression","HSP20 family protein","Posttranslational modification, protein turnover, chaperones"
"MT_K00609","KO_Expression","aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]","Nucleotide transport and metabolism"
"MT_K04077","KO_Expression","chaperonin GroEL [EC:5.6.1.7]","Posttranslational modification, protein turnover, chaperones"
"MT_K01703","KO_Expression","3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]","Amino acid transport and metabolism"
"MT_K24180","KO_Expression","malate permease and related proteins","General function prediction only"
"MT_K07404","KO_Expression","6-phosphogluconolactonase [EC:3.1.1.31]","Carbohydrate transport and metabolism"
"MT_K07738","KO_Expression","transcriptional repressor NrdR","Transcription"
"MT_K02800","KO_Expression","mannitol PTS system EIICBA or EIICB component [EC:2.7.1.197]","Carbohydrate transport and metabolism"
"MT_K01673","KO_Expression","carbonic anhydrase [EC:4.2.1.1]","Inorganic ion transport and metabolism"
"MT_K01790","KO_Expression","dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]","Cell wall/membrane/envelope biogenesis"
"MT_K07015","KO_Expression","putative phosphatase [EC:3.1.3.-]","General function prediction only"
"MT_K08728","KO_Expression","nucleoside deoxyribosyltransferase [EC:2.4.2.6]","Nucleotide transport and metabolism"
"MT_K07006","KO_Expression","uncharacterized protein","Energy production and conversion"
"MT_K00574","KO_Expression","cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]","Lipid transport and metabolism"
"MT_K00364","KO_Expression","GMP reductase [EC:1.7.1.7]","Nucleotide transport and metabolism"
"MT_K22736","KO_Expression","vacuolar iron transporter family protein","Inorganic ion transport and metabolism"
"MT_K01265","KO_Expression","methionyl aminopeptidase [EC:3.4.11.18]","Translation, ribosomal structure and biogenesis"
"MT_K01939","KO_Expression","adenylosuccinate synthase [EC:6.3.4.4]","Nucleotide transport and metabolism"
"MT_K02071","KO_Expression","D-methionine transport system ATP-binding protein","Amino acid transport and metabolism"
"MT_K00602","KO_Expression","phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]","Nucleotide transport and metabolism"
